Class 1,Class 2,Number of Files,MMD Score
emotet,benign,81,0.7977601588345642
emotet,gandcrab,81,1.2014046873571944
emotet,downloadguide,81,1.1986799501974736
emotet,firseria,81,1.1722399522509166
emotet,driverpack,81,1.1994439509915038
emotet,domaiq,81,1.1928225244444153
emotet,hotbar,81,1.2016853472964877
emotet,multiplug,81,1.1974061686147532
emotet,dlhelper,81,1.1989694360949625
emotet,downloadadmin,81,1.089183528617026
emotet,gamarue,81,0.8764600952665403
emotet,darkkomet,81,0.904638341729809
emotet,delf,81,1.1879634459122035
emotet,gamehack,81,1.0777734816083973
emotet,fareit,81,1.1385841283973033
driverpack,benign,81,0.8593538915787019
driverpack,gandcrab,81,1.2595476706032374
driverpack,downloadguide,81,1.256729422144184
driverpack,firseria,81,1.2308719264289705
driverpack,emotet,81,1.1994439509915038
driverpack,domaiq,81,1.2513906145017002
driverpack,hotbar,81,1.2598203231143241
driverpack,multiplug,81,1.2559833590384937
driverpack,dlhelper,81,1.2572340273651772
driverpack,downloadadmin,81,1.1471504803492352
driverpack,gamarue,81,0.9389702084461025
driverpack,darkkomet,81,0.9685394692263629
driverpack,delf,81,1.2434714617592406
driverpack,gamehack,81,1.1377801465057718
driverpack,fareit,81,1.1976731455942837
domaiq,benign,81,0.8526821279611393
domaiq,gandcrab,81,1.2532549101388148
domaiq,downloadguide,81,1.250643102499175
domaiq,firseria,81,1.2245023052412347
domaiq,emotet,81,1.1928225244444153
domaiq,driverpack,81,1.2513906145017002
domaiq,hotbar,81,1.253533844340599
domaiq,multiplug,81,1.2496521455582474
domaiq,dlhelper,81,1.2509233765046726
domaiq,downloadadmin,81,1.1411785098715943
domaiq,gamarue,81,0.9319510493710474
domaiq,darkkomet,81,0.9613459951883451
domaiq,delf,81,1.2403073562367655
domaiq,gamehack,81,1.1312675566730908
domaiq,fareit,81,1.1912383291300577
hotbar,benign,81,0.8617588495649752
hotbar,gandcrab,81,1.2616651461119646
hotbar,downloadguide,81,1.2590783758150303
hotbar,firseria,81,1.2329874833304628
hotbar,emotet,81,1.2016853472964877
hotbar,driverpack,81,1.2598203231143241
hotbar,domaiq,81,1.253533844340599
hotbar,multiplug,81,1.2580386750439323
hotbar,dlhelper,81,1.2593600933670412
hotbar,downloadadmin,81,1.1495924962885118
hotbar,gamarue,81,0.9412412200073286
hotbar,darkkomet,81,0.9709532228015761
hotbar,delf,81,1.248886885171788
hotbar,gamehack,81,1.1356342797265122
hotbar,fareit,81,1.1998434340708228
multiplug,benign,81,0.8575146716413995
multiplug,gandcrab,81,1.2577742600932753
multiplug,downloadguide,81,1.2552389163360522
multiplug,firseria,81,1.2289844789726128
multiplug,emotet,81,1.1974061686147532
multiplug,driverpack,81,1.2559833590384937
multiplug,domaiq,81,1.2496521455582474
multiplug,hotbar,81,1.2580386750439323
multiplug,dlhelper,81,1.2555149787453084
multiplug,downloadadmin,81,1.145751300662606
multiplug,gamarue,81,0.9367627842691628
multiplug,darkkomet,81,0.9665724354415494
multiplug,delf,81,1.2449718506372176
multiplug,gamehack,81,1.1360609344512342
multiplug,fareit,81,1.1959232864537106
dlhelper,benign,81,0.8589724237515296
dlhelper,gandcrab,81,1.2590839275498986
dlhelper,downloadguide,81,1.2564920254776697
dlhelper,firseria,81,1.230405691411915
dlhelper,emotet,81,1.1989694360949625
dlhelper,driverpack,81,1.2572340273651768
dlhelper,domaiq,81,1.2509233765046726
dlhelper,hotbar,81,1.2593600933670415
dlhelper,multiplug,81,1.2555149787453086
dlhelper,downloadadmin,81,1.147007385272615
dlhelper,gamarue,81,0.9384586165948159
dlhelper,darkkomet,81,0.9678125527612129
dlhelper,delf,81,1.2462594684681068
dlhelper,gamehack,81,1.1373828921751805
dlhelper,fareit,81,1.1971866221916412
downloadadmin,benign,81,0.7493634547186445
downloadadmin,gandcrab,81,1.1493188939288865
downloadadmin,downloadguide,81,1.1467320320568086
downloadadmin,firseria,81,1.1205953307071468
downloadadmin,emotet,81,1.089183528617026
downloadadmin,driverpack,81,1.1471504803492352
downloadadmin,domaiq,81,1.1411785098715943
downloadadmin,hotbar,81,1.1495924962885118
downloadadmin,multiplug,81,1.145751300662606
downloadadmin,dlhelper,81,1.147007385272615
downloadadmin,gamarue,81,0.8285677363620378
downloadadmin,darkkomet,81,0.8585114939059346
downloadadmin,delf,81,1.1365284100150204
downloadadmin,gamehack,81,1.0277170788325556
downloadadmin,fareit,81,1.087480600247968
gamarue,benign,81,0.5342436868516796
gamarue,gandcrab,81,0.940637841431286
gamarue,downloadguide,81,0.9381700996429096
gamarue,firseria,81,0.902426171651776
gamarue,emotet,81,0.8764600952665402
gamarue,driverpack,81,0.9389702084461025
gamarue,domaiq,81,0.9319510493710474
gamarue,hotbar,81,0.9412412200073286
gamarue,multiplug,81,0.9367627842691628
gamarue,dlhelper,81,0.9384586165948159
gamarue,downloadadmin,81,0.8285677363620378
gamarue,darkkomet,81,0.6385898784661752
gamarue,delf,81,0.9269576343587801
gamarue,gamehack,81,0.8153784552907588
gamarue,fareit,81,0.8772266881021874
darkkomet,benign,81,0.562125410082988
darkkomet,gandcrab,81,0.9706343063221693
darkkomet,downloadguide,81,0.9676543260718898
darkkomet,firseria,81,0.9406864778237475
darkkomet,emotet,81,0.904638341729809
darkkomet,driverpack,81,0.9685394692263629
darkkomet,domaiq,81,0.9613459951883451
darkkomet,hotbar,81,0.9709532228015761
darkkomet,multiplug,81,0.9665724354415495
darkkomet,dlhelper,81,0.967812552761213
darkkomet,downloadadmin,81,0.8585114939059344
darkkomet,gamarue,81,0.6385898784661752
darkkomet,delf,81,0.9558391105862287
darkkomet,gamehack,81,0.8435951073781811
darkkomet,fareit,81,0.9048064594155352
delf,benign,81,0.847168097897524
delf,gandcrab,81,1.2486019859197428
delf,downloadguide,81,1.245979472000938
delf,firseria,81,1.219815282267235
delf,emotet,81,1.1879634459122035
delf,driverpack,81,1.2434714617592406
delf,domaiq,81,1.2403073562367655
delf,hotbar,81,1.248886885171788
delf,multiplug,81,1.2449718506372176
delf,dlhelper,81,1.2462594684681065
delf,downloadadmin,81,1.1365284100150204
delf,gamarue,81,0.9269576343587801
delf,darkkomet,81,0.9558391105862287
delf,gamehack,81,1.1264128070166635
delf,fareit,81,1.186491138195765
gamehack,benign,81,0.736367510369251
gamehack,gandcrab,81,1.1397215119722102
gamehack,downloadguide,81,1.1370951020006301
gamehack,firseria,81,1.1106681271354608
gamehack,emotet,81,1.0777734816083973
gamehack,driverpack,81,1.1377801465057722
gamehack,domaiq,81,1.1312675566730908
gamehack,hotbar,81,1.1356342797265122
gamehack,multiplug,81,1.1360609344512342
gamehack,dlhelper,81,1.1373828921751805
gamehack,downloadadmin,81,1.0277170788325556
gamehack,gamarue,81,0.8153784552907588
gamehack,darkkomet,81,0.8435951073781811
gamehack,delf,81,1.1264128070166635
gamehack,fareit,81,1.0770899816138737
fareit,benign,81,0.7980660233910882
fareit,gandcrab,81,1.1995676974547127
fareit,downloadguide,81,1.1969179786919404
fareit,firseria,81,1.1706977055095917
fareit,emotet,81,1.1385841283973033
fareit,driverpack,81,1.1976731455942837
fareit,domaiq,81,1.1912383291300577
fareit,hotbar,81,1.1998434340708228
fareit,multiplug,81,1.1959232864537106
fareit,dlhelper,81,1.1971866221916412
fareit,downloadadmin,81,1.087480600247968
fareit,gamarue,81,0.8772266881021874
fareit,darkkomet,81,0.9048064594155351
fareit,delf,81,1.1864911381957648
fareit,gamehack,81,1.0770899816138737
benign,gandcrab,82,0.85942113206827
benign,downloadguide,82,0.8565521240757301
benign,firseria,82,0.8300050550779475
benign,emotet,82,0.7956195908215468
benign,driverpack,82,0.8572947610533813
benign,domaiq,82,0.8506077654533635
benign,hotbar,82,0.8597029240130365
benign,multiplug,82,0.8554447501862972
benign,dlhelper,82,0.8569107208434277
benign,downloadadmin,82,0.7363163734041623
benign,gamarue,82,0.5320165873519666
benign,darkkomet,82,0.5598341083663512
benign,delf,82,0.8450919849908697
benign,gamehack,82,0.7342353811240326
benign,fareit,82,0.7959713462454744
gandcrab,benign,82,0.85942113206827
gandcrab,downloadguide,82,1.25882062215344
gandcrab,firseria,82,1.2326138941125653
gandcrab,emotet,82,1.2014202123020863
gandcrab,driverpack,82,1.2595624358481108
gandcrab,domaiq,82,1.2532697982508523
gandcrab,hotbar,82,1.2616798933374294
gandcrab,multiplug,82,1.2577890653801953
gandcrab,dlhelper,82,1.259098703583253
gandcrab,downloadadmin,82,1.1383475438030062
gandcrab,gamarue,82,0.9406541371091407
gandcrab,darkkomet,82,0.9706511324565098
gandcrab,delf,82,1.2486169520027715
gandcrab,gamehack,82,1.139737966022246
gandcrab,fareit,82,1.199582775653065
downloadguide,benign,82,0.8565521240757301
downloadguide,gandcrab,82,1.25882062215344
downloadguide,firseria,82,1.2301286618282572
downloadguide,emotet,82,1.1986799501974734
downloadguide,driverpack,82,1.256729422144184
downloadguide,domaiq,82,1.250643102499175
downloadguide,hotbar,82,1.2590783758150306
downloadguide,multiplug,82,1.2552389163360522
downloadguide,dlhelper,82,1.2564920254776697
downloadguide,downloadadmin,82,1.135745726255856
downloadguide,gamarue,82,0.9381700996429098
downloadguide,darkkomet,82,0.96765432607189
downloadguide,delf,82,1.245979472000938
downloadguide,gamehack,82,1.1370951020006301
downloadguide,fareit,82,1.1969179786919404
firseria,benign,82,0.8300050550779476
firseria,gandcrab,82,1.2326138941125653
firseria,downloadguide,82,1.2301286618282576
firseria,emotet,82,1.1722399522509166
firseria,driverpack,82,1.2308719264289705
firseria,domaiq,82,1.2245023052412347
firseria,hotbar,82,1.2329874833304628
firseria,multiplug,82,1.2289844789726128
firseria,dlhelper,82,1.230405691411915
firseria,downloadadmin,82,1.109609515955408
firseria,gamarue,82,0.902426171651776
firseria,darkkomet,82,0.9406864778237475
firseria,delf,82,1.219815282267235
firseria,gamehack,82,1.1106681271354608
firseria,fareit,82,1.1706977055095917
emotet,benign,82,0.7956195908215469
emotet,gandcrab,82,1.2014202123020863
emotet,downloadguide,82,1.1986799501974736
emotet,firseria,82,1.1722399522509166
emotet,driverpack,82,1.1994439509915038
emotet,domaiq,82,1.1928225244444153
emotet,hotbar,82,1.2016853472964877
emotet,multiplug,82,1.1974061686147532
emotet,dlhelper,82,1.1989694360949625
emotet,downloadadmin,82,1.0781961730972323
emotet,gamarue,82,0.8764600952665403
emotet,darkkomet,82,0.904638341729809
emotet,delf,82,1.1879634459122035
emotet,gamehack,82,1.0777734816083973
emotet,fareit,82,1.1385841283973033
driverpack,benign,82,0.8572947610533813
driverpack,gandcrab,82,1.2595624358481108
driverpack,downloadguide,82,1.256729422144184
driverpack,firseria,82,1.2308719264289705
driverpack,emotet,82,1.1994439509915038
driverpack,domaiq,82,1.2513906145017002
driverpack,hotbar,82,1.2598203231143241
driverpack,multiplug,82,1.2559833590384937
driverpack,dlhelper,82,1.2572340273651772
driverpack,downloadadmin,82,1.136168184527461
driverpack,gamarue,82,0.9389702084461025
driverpack,darkkomet,82,0.9685394692263629
driverpack,delf,82,1.2434714617592406
driverpack,gamehack,82,1.1377801465057718
driverpack,fareit,82,1.1976731455942837
domaiq,benign,82,0.8506077654533635
domaiq,gandcrab,82,1.2532697982508525
domaiq,downloadguide,82,1.250643102499175
domaiq,firseria,82,1.2245023052412347
domaiq,emotet,82,1.1928225244444153
domaiq,driverpack,82,1.2513906145017002
domaiq,hotbar,82,1.253533844340599
domaiq,multiplug,82,1.2496521455582474
domaiq,dlhelper,82,1.2509233765046726
domaiq,downloadadmin,82,1.130191895568601
domaiq,gamarue,82,0.9319510493710474
domaiq,darkkomet,82,0.9613459951883451
domaiq,delf,82,1.2403073562367655
domaiq,gamehack,82,1.1312675566730908
domaiq,fareit,82,1.1912383291300577
hotbar,benign,82,0.8597029240130364
hotbar,gandcrab,82,1.2616798933374294
hotbar,downloadguide,82,1.2590783758150303
hotbar,firseria,82,1.2329874833304628
hotbar,emotet,82,1.2016853472964877
hotbar,driverpack,82,1.2598203231143241
hotbar,domaiq,82,1.253533844340599
hotbar,multiplug,82,1.2580386750439323
hotbar,dlhelper,82,1.2593600933670412
hotbar,downloadadmin,82,1.1386064509282618
hotbar,gamarue,82,0.9412412200073286
hotbar,darkkomet,82,0.9709532228015761
hotbar,delf,82,1.248886885171788
hotbar,gamehack,82,1.1356342797265122
hotbar,fareit,82,1.1998434340708228
multiplug,benign,82,0.855444750186297
multiplug,gandcrab,82,1.2577890653801953
multiplug,downloadguide,82,1.2552389163360522
multiplug,firseria,82,1.2289844789726128
multiplug,emotet,82,1.1974061686147532
multiplug,driverpack,82,1.2559833590384937
multiplug,domaiq,82,1.2496521455582474
multiplug,hotbar,82,1.2580386750439323
multiplug,dlhelper,82,1.2555149787453084
multiplug,downloadadmin,82,1.134764968491254
multiplug,gamarue,82,0.9367627842691628
multiplug,darkkomet,82,0.9665724354415494
multiplug,delf,82,1.2449718506372176
multiplug,gamehack,82,1.1360609344512342
multiplug,fareit,82,1.1959232864537106
dlhelper,benign,82,0.8569107208434277
dlhelper,gandcrab,82,1.259098703583253
dlhelper,downloadguide,82,1.2564920254776697
dlhelper,firseria,82,1.230405691411915
dlhelper,emotet,82,1.1989694360949625
dlhelper,driverpack,82,1.2572340273651768
dlhelper,domaiq,82,1.2509233765046726
dlhelper,hotbar,82,1.2593600933670415
dlhelper,multiplug,82,1.2555149787453086
dlhelper,downloadadmin,82,1.1360211897190262
dlhelper,gamarue,82,0.9384586165948159
dlhelper,darkkomet,82,0.9678125527612129
dlhelper,delf,82,1.2462594684681068
dlhelper,gamehack,82,1.1373828921751805
dlhelper,fareit,82,1.1971866221916412
downloadadmin,benign,82,0.7363163734041623
downloadadmin,gandcrab,82,1.1383475438030062
downloadadmin,downloadguide,82,1.135745726255856
downloadadmin,firseria,82,1.109609515955408
downloadadmin,emotet,82,1.0781961730972323
downloadadmin,driverpack,82,1.1361681845274607
downloadadmin,domaiq,82,1.130191895568601
downloadadmin,hotbar,82,1.138606450928262
downloadadmin,multiplug,82,1.134764968491254
downloadadmin,dlhelper,82,1.1360211897190264
downloadadmin,gamarue,82,0.817580776359558
downloadadmin,darkkomet,82,0.8475152058341587
downloadadmin,delf,82,1.1255415912979285
downloadadmin,gamehack,82,1.0167286597474443
downloadadmin,fareit,82,1.0764934009733529
gamarue,benign,82,0.5320165873519664
gamarue,gandcrab,82,0.9406541371091407
gamarue,downloadguide,82,0.9381700996429096
gamarue,firseria,82,0.902426171651776
gamarue,emotet,82,0.8764600952665402
gamarue,driverpack,82,0.9389702084461025
gamarue,domaiq,82,0.9319510493710474
gamarue,hotbar,82,0.9412412200073286
gamarue,multiplug,82,0.9367627842691628
gamarue,dlhelper,82,0.9384586165948159
gamarue,downloadadmin,82,0.8175807763595578
gamarue,darkkomet,82,0.6385898784661752
gamarue,delf,82,0.9269576343587801
gamarue,gamehack,82,0.8153784552907588
gamarue,fareit,82,0.8772266881021874
darkkomet,benign,82,0.5598341083663513
darkkomet,gandcrab,82,0.9706511324565098
darkkomet,downloadguide,82,0.9676543260718898
darkkomet,firseria,82,0.9406864778237475
darkkomet,emotet,82,0.904638341729809
darkkomet,driverpack,82,0.9685394692263629
darkkomet,domaiq,82,0.9613459951883451
darkkomet,hotbar,82,0.9709532228015761
darkkomet,multiplug,82,0.9665724354415495
darkkomet,dlhelper,82,0.967812552761213
darkkomet,downloadadmin,82,0.8475152058341587
darkkomet,gamarue,82,0.6385898784661752
darkkomet,delf,82,0.9558391105862287
darkkomet,gamehack,82,0.8435951073781811
darkkomet,fareit,82,0.9048064594155352
delf,benign,82,0.8450919849908697
delf,gandcrab,82,1.2486169520027715
delf,downloadguide,82,1.245979472000938
delf,firseria,82,1.219815282267235
delf,emotet,82,1.1879634459122035
delf,driverpack,82,1.2434714617592406
delf,domaiq,82,1.2403073562367655
delf,hotbar,82,1.248886885171788
delf,multiplug,82,1.2449718506372176
delf,dlhelper,82,1.2462594684681065
delf,downloadadmin,82,1.1255415912979283
delf,gamarue,82,0.9269576343587801
delf,darkkomet,82,0.9558391105862287
delf,gamehack,82,1.1264128070166635
delf,fareit,82,1.186491138195765
gamehack,benign,82,0.7342353811240324
gamehack,gandcrab,82,1.1397379660222458
gamehack,downloadguide,82,1.1370951020006301
gamehack,firseria,82,1.1106681271354608
gamehack,emotet,82,1.0777734816083973
gamehack,driverpack,82,1.1377801465057722
gamehack,domaiq,82,1.1312675566730908
gamehack,hotbar,82,1.1356342797265122
gamehack,multiplug,82,1.1360609344512342
gamehack,dlhelper,82,1.1373828921751805
gamehack,downloadadmin,82,1.0167286597474443
gamehack,gamarue,82,0.8153784552907588
gamehack,darkkomet,82,0.8435951073781811
gamehack,delf,82,1.1264128070166635
gamehack,fareit,82,1.0770899816138737
fareit,benign,82,0.7959713462454744
fareit,gandcrab,82,1.199582775653065
fareit,downloadguide,82,1.1969179786919404
fareit,firseria,82,1.1706977055095917
fareit,emotet,82,1.1385841283973033
fareit,driverpack,82,1.1976731455942837
fareit,domaiq,82,1.1912383291300577
fareit,hotbar,82,1.1998434340708228
fareit,multiplug,82,1.1959232864537106
fareit,dlhelper,82,1.1971866221916412
fareit,downloadadmin,82,1.0764934009733529
fareit,gamarue,82,0.8772266881021874
fareit,darkkomet,82,0.9048064594155351
fareit,delf,82,1.1864911381957648
fareit,gamehack,82,1.0770899816138737
benign,gandcrab,83,0.8616247990921989
benign,downloadguide,83,0.8587436475236397
benign,firseria,83,0.8322022658707938
benign,emotet,83,0.7978516547722163
benign,driverpack,83,0.8594862488821007
benign,domaiq,83,0.8528038907597376
benign,hotbar,83,0.8618909918590667
benign,multiplug,83,0.8576369128888969
benign,dlhelper,83,0.8591012422405401
benign,downloadadmin,83,0.7398150610274804
benign,gamarue,83,0.5342786566362253
benign,darkkomet,83,0.5621265516960232
benign,delf,83,0.8472956817600592
benign,gamehack,83,0.7364543200478543
benign,fareit,83,0.7981786681745264
gandcrab,benign,83,0.8616247990921989
gandcrab,downloadguide,83,1.258834898500333
gandcrab,firseria,83,1.2326282826464106
gandcrab,emotet,83,1.2014351888885586
gandcrab,driverpack,83,1.2595766797642094
gandcrab,domaiq,83,1.2532841606522354
gandcrab,hotbar,83,1.2616941201103125
gandcrab,multiplug,83,1.257803347943104
gandcrab,dlhelper,83,1.2591129578911084
gandcrab,downloadadmin,83,1.1396708871161327
gandcrab,gamarue,83,0.9406698570056671
gandcrab,darkkomet,83,0.9706673639182107
gandcrab,delf,83,1.2486313895737018
gandcrab,gamehack,83,1.139753849794959
gandcrab,fareit,83,1.1995973213971316
downloadguide,benign,83,0.8587436475236397
downloadguide,gandcrab,83,1.258834898500333
downloadguide,firseria,83,1.2301286618282572
downloadguide,emotet,83,1.1986799501974734
downloadguide,driverpack,83,1.256729422144184
downloadguide,domaiq,83,1.250643102499175
downloadguide,hotbar,83,1.2590783758150306
downloadguide,multiplug,83,1.2552389163360522
downloadguide,dlhelper,83,1.2564920254776697
downloadguide,downloadadmin,83,1.1370549026974488
downloadguide,gamarue,83,0.9381700996429098
downloadguide,darkkomet,83,0.96765432607189
downloadguide,delf,83,1.245979472000938
downloadguide,gamehack,83,1.1370951020006301
downloadguide,fareit,83,1.1969179786919404
firseria,benign,83,0.8322022658707938
firseria,gandcrab,83,1.2326282826464106
firseria,downloadguide,83,1.2301286618282576
firseria,emotet,83,1.1722399522509166
firseria,driverpack,83,1.2308719264289705
firseria,domaiq,83,1.2245023052412347
firseria,hotbar,83,1.2329874833304628
firseria,multiplug,83,1.2289844789726128
firseria,dlhelper,83,1.230405691411915
firseria,downloadadmin,83,1.1109186744590436
firseria,gamarue,83,0.902426171651776
firseria,darkkomet,83,0.9406864778237475
firseria,delf,83,1.219815282267235
firseria,gamehack,83,1.1106681271354608
firseria,fareit,83,1.1706977055095917
emotet,benign,83,0.7978516547722163
emotet,gandcrab,83,1.2014351888885586
emotet,downloadguide,83,1.1986799501974736
emotet,firseria,83,1.1722399522509166
emotet,driverpack,83,1.1994439509915038
emotet,domaiq,83,1.1928225244444153
emotet,hotbar,83,1.2016853472964877
emotet,multiplug,83,1.1974061686147532
emotet,dlhelper,83,1.1989694360949625
emotet,downloadadmin,83,1.0795057279193765
emotet,gamarue,83,0.8764600952665403
emotet,darkkomet,83,0.904638341729809
emotet,delf,83,1.1879634459122035
emotet,gamehack,83,1.0777734816083973
emotet,fareit,83,1.1385841283973033
driverpack,benign,83,0.8594862488821007
driverpack,gandcrab,83,1.2595766797642094
driverpack,downloadguide,83,1.256729422144184
driverpack,firseria,83,1.2308719264289705
driverpack,emotet,83,1.1994439509915038
driverpack,domaiq,83,1.2513906145017002
driverpack,hotbar,83,1.2598203231143241
driverpack,multiplug,83,1.2559833590384937
driverpack,dlhelper,83,1.2572340273651772
driverpack,downloadadmin,83,1.1374768730634346
driverpack,gamarue,83,0.9389702084461025
driverpack,darkkomet,83,0.9685394692263629
driverpack,delf,83,1.2434714617592406
driverpack,gamehack,83,1.1377801465057718
driverpack,fareit,83,1.1976731455942837
domaiq,benign,83,0.8528038907597376
domaiq,gandcrab,83,1.2532841606522354
domaiq,downloadguide,83,1.250643102499175
domaiq,firseria,83,1.2245023052412347
domaiq,emotet,83,1.1928225244444153
domaiq,driverpack,83,1.2513906145017002
domaiq,hotbar,83,1.253533844340599
domaiq,multiplug,83,1.2496521455582474
domaiq,dlhelper,83,1.2509233765046726
domaiq,downloadadmin,83,1.131501149646474
domaiq,gamarue,83,0.9319510493710474
domaiq,darkkomet,83,0.9613459951883451
domaiq,delf,83,1.2403073562367655
domaiq,gamehack,83,1.1312675566730908
domaiq,fareit,83,1.1912383291300577
hotbar,benign,83,0.8618909918590667
hotbar,gandcrab,83,1.2616941201103125
hotbar,downloadguide,83,1.2590783758150303
hotbar,firseria,83,1.2329874833304628
hotbar,emotet,83,1.2016853472964877
hotbar,driverpack,83,1.2598203231143241
hotbar,domaiq,83,1.253533844340599
hotbar,multiplug,83,1.2580386750439323
hotbar,dlhelper,83,1.2593600933670412
hotbar,downloadadmin,83,1.1399155794607072
hotbar,gamarue,83,0.9412412200073286
hotbar,darkkomet,83,0.9709532228015761
hotbar,delf,83,1.248886885171788
hotbar,gamehack,83,1.1356342797265122
hotbar,fareit,83,1.1998434340708228
multiplug,benign,83,0.8576369128888969
multiplug,gandcrab,83,1.2578033479431043
multiplug,downloadguide,83,1.2552389163360522
multiplug,firseria,83,1.2289844789726128
multiplug,emotet,83,1.1974061686147532
multiplug,driverpack,83,1.2559833590384937
multiplug,domaiq,83,1.2496521455582474
multiplug,hotbar,83,1.2580386750439323
multiplug,dlhelper,83,1.2555149787453084
multiplug,downloadadmin,83,1.1360741795988298
multiplug,gamarue,83,0.9367627842691628
multiplug,darkkomet,83,0.9665724354415494
multiplug,delf,83,1.2449718506372176
multiplug,gamehack,83,1.1360609344512342
multiplug,fareit,83,1.1959232864537106
dlhelper,benign,83,0.8591012422405399
dlhelper,gandcrab,83,1.2591129578911087
dlhelper,downloadguide,83,1.2564920254776697
dlhelper,firseria,83,1.230405691411915
dlhelper,emotet,83,1.1989694360949625
dlhelper,driverpack,83,1.2572340273651768
dlhelper,domaiq,83,1.2509233765046726
dlhelper,hotbar,83,1.2593600933670415
dlhelper,multiplug,83,1.2555149787453086
dlhelper,downloadadmin,83,1.1373303522037772
dlhelper,gamarue,83,0.9384586165948159
dlhelper,darkkomet,83,0.9678125527612129
dlhelper,delf,83,1.2462594684681068
dlhelper,gamehack,83,1.1373828921751805
dlhelper,fareit,83,1.1971866221916412
downloadadmin,benign,83,0.7398150610274804
downloadadmin,gandcrab,83,1.1396708871161327
downloadadmin,downloadguide,83,1.1370549026974488
downloadadmin,firseria,83,1.1109186744590436
downloadadmin,emotet,83,1.0795057279193765
downloadadmin,driverpack,83,1.1374768730634344
downloadadmin,domaiq,83,1.131501149646474
downloadadmin,hotbar,83,1.1399155794607072
downloadadmin,multiplug,83,1.1360741795988298
downloadadmin,dlhelper,83,1.1373303522037772
downloadadmin,gamarue,83,0.8188905417174632
downloadadmin,darkkomet,83,0.8488262781616874
downloadadmin,delf,83,1.1268508941180544
downloadadmin,gamehack,83,1.0180383194796352
downloadadmin,fareit,83,1.0778027874983152
gamarue,benign,83,0.5342786566362254
gamarue,gandcrab,83,0.9406698570056671
gamarue,downloadguide,83,0.9381700996429096
gamarue,firseria,83,0.902426171651776
gamarue,emotet,83,0.8764600952665402
gamarue,driverpack,83,0.9389702084461025
gamarue,domaiq,83,0.9319510493710474
gamarue,hotbar,83,0.9412412200073286
gamarue,multiplug,83,0.9367627842691628
gamarue,dlhelper,83,0.9384586165948159
gamarue,downloadadmin,83,0.818890541717463
gamarue,darkkomet,83,0.6385898784661752
gamarue,delf,83,0.9269576343587801
gamarue,gamehack,83,0.8153784552907588
gamarue,fareit,83,0.8772266881021874
darkkomet,benign,83,0.5621265516960232
darkkomet,gandcrab,83,0.9706673639182105
darkkomet,downloadguide,83,0.9676543260718898
darkkomet,firseria,83,0.9406864778237475
darkkomet,emotet,83,0.904638341729809
darkkomet,driverpack,83,0.9685394692263629
darkkomet,domaiq,83,0.9613459951883451
darkkomet,hotbar,83,0.9709532228015761
darkkomet,multiplug,83,0.9665724354415495
darkkomet,dlhelper,83,0.967812552761213
darkkomet,downloadadmin,83,0.8488262781616874
darkkomet,gamarue,83,0.6385898784661752
darkkomet,delf,83,0.9558391105862287
darkkomet,gamehack,83,0.8435951073781811
darkkomet,fareit,83,0.9048064594155352
delf,benign,83,0.847295681760059
delf,gandcrab,83,1.2486313895737018
delf,downloadguide,83,1.245979472000938
delf,firseria,83,1.219815282267235
delf,emotet,83,1.1879634459122035
delf,driverpack,83,1.2434714617592406
delf,domaiq,83,1.2403073562367655
delf,hotbar,83,1.248886885171788
delf,multiplug,83,1.2449718506372176
delf,dlhelper,83,1.2462594684681065
delf,downloadadmin,83,1.1268508941180544
delf,gamarue,83,0.9269576343587801
delf,darkkomet,83,0.9558391105862287
delf,gamehack,83,1.1264128070166635
delf,fareit,83,1.186491138195765
gamehack,benign,83,0.7364543200478545
gamehack,gandcrab,83,1.139753849794959
gamehack,downloadguide,83,1.1370951020006301
gamehack,firseria,83,1.1106681271354608
gamehack,emotet,83,1.0777734816083973
gamehack,driverpack,83,1.1377801465057722
gamehack,domaiq,83,1.1312675566730908
gamehack,hotbar,83,1.1356342797265122
gamehack,multiplug,83,1.1360609344512342
gamehack,dlhelper,83,1.1373828921751805
gamehack,downloadadmin,83,1.0180383194796352
gamehack,gamarue,83,0.8153784552907588
gamehack,darkkomet,83,0.8435951073781811
gamehack,delf,83,1.1264128070166635
gamehack,fareit,83,1.0770899816138737
fareit,benign,83,0.7981786681745263
fareit,gandcrab,83,1.1995973213971316
fareit,downloadguide,83,1.1969179786919404
fareit,firseria,83,1.1706977055095917
fareit,emotet,83,1.1385841283973033
fareit,driverpack,83,1.1976731455942837
fareit,domaiq,83,1.1912383291300577
fareit,hotbar,83,1.1998434340708228
fareit,multiplug,83,1.1959232864537106
fareit,dlhelper,83,1.1971866221916412
fareit,downloadadmin,83,1.0778027874983152
fareit,gamarue,83,0.8772266881021874
fareit,darkkomet,83,0.9048064594155351
fareit,delf,83,1.1864911381957648
fareit,gamehack,83,1.0770899816138737
benign,gandcrab,84,0.8638320390732865
benign,downloadguide,84,0.8609499399295498
benign,firseria,84,0.8344142300580059
benign,emotet,84,0.800098189249651
benign,driverpack,84,0.8616925030037172
benign,domaiq,84,0.8550147668164954
benign,hotbar,84,0.8640938740178649
benign,multiplug,84,0.8598438615286146
benign,dlhelper,84,0.86130656464178
benign,downloadadmin,84,0.7432971528417353
benign,gamarue,84,0.5365551069450164
benign,darkkomet,84,0.5644330957075664
benign,delf,84,0.8495164361804379
benign,gamehack,84,0.7386879602067521
benign,fareit,84,0.8004006546759644
